"id","display_name","issn_l","count"
"https://openalex.org/S4210201630","Database","1758-0463",5
"https://openalex.org/S104797584","IEEE Computational Intelligence Magazine","1556-603X",5
"https://openalex.org/S2736865057","Journal of Marine Science and Engineering","2077-1312",5
"https://openalex.org/S69518169","International Journal of Uncertainty Fuzziness and Knowledge-Based Systems","0218-4885",5
"https://openalex.org/S4210235671","Recent Advances in Computer Science and Communications","2666-2558",5
"https://openalex.org/S4210200687","Machine Learning Science and Technology","2632-2153",5
"https://openalex.org/S3035238565","Cybersecurity","2523-3246",5
"https://openalex.org/S116626079","International Journal of Intelligent Information Technologies","1548-3657",5
"https://openalex.org/S2764539591","Computational and Structural Biotechnology Journal","2001-0370",5
"https://openalex.org/S199269040","International Journal of Organizational and Collective Intelligence","1947-9344",5
"https://openalex.org/S134668137","Nucleic Acids Research","0305-1048",5
"https://openalex.org/S4210237468","JAMIA Open","2574-2531",5
"https://openalex.org/S25827807","International Journal of Computational Geometry & Applications","0218-1959",5
"https://openalex.org/S4210200511","AI","2673-2688",5
"https://openalex.org/S4210168203","Synthesis lectures on information concepts, retrieval, and services","1947-945X",5
"https://openalex.org/S191782446","International Journal of Information Security and Privacy","1930-1650",5
"https://openalex.org/S158263287","IETE Journal of Research","0377-2063",5
"https://openalex.org/S40639465","Intelligent Automation & Soft Computing","1079-8587",5
"https://openalex.org/S2595931848","Frontiers in Public Health","2296-2565",5
"https://openalex.org/S156904493","Signal Image and Video Processing","1863-1703",5
"https://openalex.org/S4210193439","Stat","2049-1573",5
"https://openalex.org/S113214489","Mathematical Biosciences & Engineering","1547-1063",5
"https://openalex.org/S2764743394","Transportation research procedia","2352-1457",5
"https://openalex.org/S267729","International Transactions in Operational Research","0969-6016",5
"https://openalex.org/S2736700591","Foundations of Computing and Decision Sciences","0867-6356",5
"https://openalex.org/S146764194","IEEE Wireless Communications","1536-1284",5
"https://openalex.org/S4210221670","Scalable computing and communications","2520-8632",5
"https://openalex.org/S2484188435","IEEE Transactions on Cognitive Communications and Networking","2332-7731",5
"https://openalex.org/S107133554","Astronomy and Computing","2213-1337",5
"https://openalex.org/S70718007","Chaos Solitons & Fractals","0960-0779",5
"https://openalex.org/S106263159","Lobachevskii Journal of Mathematics","1818-9962",4
"https://openalex.org/S2764993483","Ain Shams Engineering Journal","2090-4479",4
"https://openalex.org/S4210211086","Frontiers in Computer Science","2624-9898",4
"https://openalex.org/S60370010","Journal of the Knowledge Economy","1868-7865",4
"https://openalex.org/S4210175730","Advances in Data Analysis and Classification","1862-5355",4
"https://openalex.org/S4210201583","IEEE Transactions on Multi-Scale Computing Systems","2332-7766",4
"https://openalex.org/S128350725","Communication in Statistics- Theory and Methods","0361-0926",4
"https://openalex.org/S83133229","Journal of Computer Information Systems","0887-4417",4
"https://openalex.org/S147767848","Measurement","0263-2241",4
"https://openalex.org/S180088163","Journal of Optical Communications and Networking","1943-0620",4
"https://openalex.org/S4210220078","Iran Journal of Computer Science","2520-8438",4
"https://openalex.org/S4210170953","Advances in web technologies and engineering book series","2328-2762",4
"https://openalex.org/S201921491","IEEE Transactions on Power Systems","0885-8950",4
"https://openalex.org/S4387290302","Frontiers in High Performance Computing","2813-7337",4
"https://openalex.org/S138592535","Journal of Information Technology Research","1938-7857",4
"https://openalex.org/S144150890","Journal of Geographical Systems","1435-5930",4
"https://openalex.org/S2898195457","Journal of Industrial Information Integration","2452-414X",4
"https://openalex.org/S2764478331","Journal of Building Engineering","2352-7102",4
"https://openalex.org/S56271844","Information Systems and e-Business Management","1617-9846",4
"https://openalex.org/S4210202787","Springer series in the data sciences","2365-5682",4
"https://openalex.org/S2737427234","Science Advances","2375-2548",4
"https://openalex.org/S3880285","Science","0036-8075",4
"https://openalex.org/S119250532","BMC Medical Genomics","1755-8794",4
"https://openalex.org/S165364243","New Generation Computing","0288-3635",4
"https://openalex.org/S2764908356","International Journal of Scientific Research in Science and Technology","2395-6011",4
"https://openalex.org/S27339233","Business & Information Systems Engineering","1867-0202",4
"https://openalex.org/S206927758","Computer-Aided Civil and Infrastructure Engineering","1093-9687",4
"https://openalex.org/S207922018","Intelligenza Artificiale","1724-8035",4
"https://openalex.org/S167943036","Journal of Statistical Mechanics Theory and Experiment","1742-5468",4
"https://openalex.org/S181675524","Journal of Biomechanics","0021-9290",4
"https://openalex.org/S107361000","Advances in Complex Systems","0219-5259",4
"https://openalex.org/S62009534","Transportation","0049-4488",4
"https://openalex.org/S4210178793","Health Information Science and Systems","2047-2501",4
"https://openalex.org/S4210239046","F1000Research","2046-1402",4
"https://openalex.org/S206928812","Journal of Visual Languages & Computing","1045-926X",4
"https://openalex.org/S111418578","Journal of Heuristics","1381-1231",4
"https://openalex.org/S2898128736","Procedia Technology","2212-0173",4
"https://openalex.org/S4210216606","Advances in e-business research series","1935-2700",4
"https://openalex.org/S4210223320","Cryptography","2410-387X",4
"https://openalex.org/S163152955","Journal of Testing and Evaluation","0090-3973",4
"https://openalex.org/S87630009","International Journal of Multimedia Data Engineering and Management","1947-8534",4
"","","2998-4157",4
"https://openalex.org/S189706386","Cartography and Geographic Information Science","1523-0406",4
"https://openalex.org/S68497187","Renewable and Sustainable Energy Reviews","1364-0321",4
"https://openalex.org/S105046310","ACM Transactions on Design Automation of Electronic Systems","1084-4309",4
"https://openalex.org/S4210206100","Advances in information quality and management","2331-7701",4
"https://openalex.org/S4210168672","In-memory data management research","2196-8055",4
"https://openalex.org/S962203723","Synthesis lectures on computer architecture","1935-3235",4
"https://openalex.org/S138062970","The European Physical Journal Special Topics","1951-6355",4
"https://openalex.org/S2913250823","International Journal on Smart Sensing and Intelligent Systems","1178-5608",4
"https://openalex.org/S2764830010","International Journal of Disaster Risk Reduction","2212-4209",4
"https://openalex.org/S4210232908","Edition HMD","2366-1135",4
"https://openalex.org/S4210177502","Signals and communication technology","1860-4862",4
"https://openalex.org/S117679522","International Journal of Applied Mathematics and Computer Science","1641-876X",4
"https://openalex.org/S2493613807","Frontiers in Plant Science","1664-462X",4
"https://openalex.org/S36625193","Journal of Healthcare Engineering","2040-2295",4
"https://openalex.org/S2764746358","Indian Journal of Science and Technology","0974-5645",4
"https://openalex.org/S79505318","Journal of Official Statistics","0282-423X",4
"https://openalex.org/S4210233398","Advances in wireless technologies and telecommunication book series","2327-3305",4
"https://openalex.org/S2484288132","IEEE/CAA Journal of Automatica Sinica","2329-9266",4
"https://openalex.org/S50372074","Applied Mathematics and Computation","0096-3003",4
"https://openalex.org/S2501379583","Journal of Electrical Systems and Information Technology","2314-7172",4
"https://openalex.org/S4210169241","Undergraduate topics in computer science","1863-7310",4
"https://openalex.org/S4210191629","International Journal of Mathematical Engineering and Management Sciences","2455-7749",4
"https://openalex.org/S115201632","Frontiers in Neuroscience","1662-453X",4
"https://openalex.org/S4210221220","ACM SIGLOG News","2372-3491",4
"https://openalex.org/S18360026","Parallel Processing Letters","0129-6264",4
"https://openalex.org/S154637859","Signal Processing","0165-1684",4
"https://openalex.org/S4404677940","Proceedings of the International Conference on Information Systems Development","2938-5202",4
"https://openalex.org/S950076683","Acta Physica Sinica","1000-3290",4
"https://openalex.org/S73484101","The International Journal of Robotics Research","0278-3649",4
"https://openalex.org/S4387281904","Intelligent Computing","2771-5892",4
"https://openalex.org/S105693234","Probability Theory and Related Fields","0178-8051",4
"https://openalex.org/S2912241403","Nature Machine Intelligence","2522-5839",4
"https://openalex.org/S165542689","Computational Geometry","0925-7721",4
"https://openalex.org/S4210226506","Journal of The Institution of Engineers (India) Series B","2250-2106",4
"https://openalex.org/S4210195034","i-manager s Journal on Information Technology","2277-5110",4
"https://openalex.org/S81024170","Stochastic Environmental Research and Risk Assessment","1436-3240",4
"https://openalex.org/S12647387","Optimization Letters","1862-4472",4
"https://openalex.org/S4210234608","KI - Künstliche Intelligenz","0933-1875",4
"https://openalex.org/S4306521130","NTT technical review","1348-3447",4
"https://openalex.org/S43307632","International Journal of Grid and High Performance Computing","1938-0259",4
"https://openalex.org/S5437875","Statistics and Computing","0960-3174",4
"https://openalex.org/S13557859","Pattern Recognition and Image Analysis","1054-6618",4
"https://openalex.org/S6756005","ACM SIGIR Forum","0163-5840",4
"https://openalex.org/S180838163","Journal of Cheminformatics","1758-2946",4
"https://openalex.org/S4210220148","Journal of KIISE","2383-6296",4
"https://openalex.org/S2597085352","Frontiers in Applied Mathematics and Statistics","2297-4687",4
"https://openalex.org/S8500805","Computational Statistics","0943-4062",4
"https://openalex.org/S4210194094","Studies in classification, data analysis, and knowledge organization","1431-8814",4
"https://openalex.org/S12266929","Journal of Functional Programming","0956-7968",4
"https://openalex.org/S107923245","Computing in Science & Engineering","1521-9615",4
"https://openalex.org/S4210218413","Advances in marketing, customer relationship management, and e-services book series","2327-5502",4
"https://openalex.org/S4210194804","Arabian Journal for Science and Engineering","1319-8025",4
"https://openalex.org/S2764888454","Journal of the Operations Research Society of China","2194-668X",4
"https://openalex.org/S2764510487","Engineering Science and Technology an International Journal","2215-0986",4
"https://openalex.org/S4210215966","Big Earth Data","2574-5417",4
"https://openalex.org/S113313948","Advances in Space Research","0273-1177",4
"https://openalex.org/S12967704","Statistical Science","0883-4237",4
"https://openalex.org/S149016011","Electronics Letters","0013-5194",4
"https://openalex.org/S188336720","Accident Analysis & Prevention","0001-4575",4
"https://openalex.org/S37320504","Industrial Management & Data Systems","0263-5577",4
"https://openalex.org/S143568823","Library Hi Tech","0737-8831",4
"https://openalex.org/S2915058201","The Journal of the Korea Contents Association","1598-4877",4
"https://openalex.org/S91329792","Journal of Intelligent & Robotic Systems","0921-0296",4
"https://openalex.org/S202403813","Reliability Engineering & System Safety","0951-8320",4
"https://openalex.org/S123149298","Safety Science","0925-7535",4
"https://openalex.org/S33096572","Journal of Software Engineering and Applications","1945-3116",4
"https://openalex.org/S182392644","Evolutionary Intelligence","1864-5909",4
"https://openalex.org/S4210179989","International Journal of Applied Earth Observation and Geoinformation","1569-8432",4
"https://openalex.org/S2737635154","Applied Computing and Informatics","2210-8327",4
"https://openalex.org/S4210239405","IEEE Open Journal of Intelligent Transportation Systems","2687-7813",4
"https://openalex.org/S4210199948","Annals of GIS","1947-5691",4
"https://openalex.org/S4210212584","Frontiers in Blockchain","2624-7852",4
"https://openalex.org/S4210175912","ACM Transactions on Internet of Things","2577-6207",3
"https://openalex.org/S2946866068","Journal of the Korea Academia-Industrial cooperation Society","1975-4701",3
"https://openalex.org/S193624734","IEEE Transactions on Aerospace and Electronic Systems","0018-9251",3
"https://openalex.org/S4210173995","ACM Transactions on Economics and Computation","2167-8375",3
"https://openalex.org/S189188848","Journal of Networks","1796-2056",3
"https://openalex.org/S4210234522","Intelligent Systems with Applications","2667-3053",3
"https://openalex.org/S4210228084","Nature Computational Science","2662-8457",3
"https://openalex.org/S57195646","Informatica","0868-4952",3
"https://openalex.org/S167117542","Journal of Applied Statistics","0266-4763",3
"https://openalex.org/S172631016","Journal of Intelligent Transportation Systems","1547-2442",3
"https://openalex.org/S120629676","IEEE Signal Processing Letters","1070-9908",3
"https://openalex.org/S47778307","Computational and Mathematical Organization Theory","1381-298X",3
"https://openalex.org/S2764463561","South African journal of information management","1560-683X",3
"https://openalex.org/S150671403","Computers & Chemical Engineering","0098-1354",3
"https://openalex.org/S4210169444","Vìsnik Nacìonalʹnogo unìversitetu Lʹvìvsʹka polìtehnìka Serìâ Ìnformacìjnì sistemi ta merežì","2524-065X",3
"https://openalex.org/S4210223898","PROBLEMS IN PROGRAMMING","1727-4907",3
"https://openalex.org/S109302362","Measurement Science and Technology","0957-0233",3
"https://openalex.org/S99517592","Philosophical Transactions of the Royal Society A Mathematical Physical and Engineering Sciences","1364-503X",3
"https://openalex.org/S2508752","Business Process Management Journal","1463-7154",3
"https://openalex.org/S4210193350","Drones","2504-446X",3
"https://openalex.org/S125629831","Memetic Computing","1865-9284",3
"https://openalex.org/S155349577","Journal of Bioinformatics and Computational Biology","0219-7200",3
"https://openalex.org/S58852226","IET Information Security","1751-8709",3
"https://openalex.org/S2764777209","Journal of Construction Engineering and Management","0733-9364",3
"https://openalex.org/S2764687066","The Journal of Engineering","2051-3305",3
"https://openalex.org/S1983995261","PeerJ","2167-8359",3
"https://openalex.org/S159433931","Computer Applications in Engineering Education","1061-3773",3
"https://openalex.org/S4306517441","KIPS Transactions on Software and Data Engineering","2287-5905",3
"https://openalex.org/S104780363","IEEE Transactions on Affective Computing","1949-3045",3
"https://openalex.org/S4210201406","The Journal of Korean Institute of Information Technology","1598-8619",3
"https://openalex.org/S4210223547","ACM SIGEnergy Energy Informatics Review","2770-5331",3
"https://openalex.org/S4210214347","Network","2673-8732",3
"https://openalex.org/S4210227557","IEEE Transactions on Systems Man and Cybernetics Part C (Applications and Reviews)","1094-6977",3
"https://openalex.org/S199067057","Journal of Zhejiang University SCIENCE C","1869-1951",3
"https://openalex.org/S30889260","IET Signal Processing","1751-9675",3
"https://openalex.org/S19503097","Applied Ocean Research","0141-1187",3
"https://openalex.org/S62387513","Automatika","0005-1144",3
"https://openalex.org/S56464651","Building and Environment","0360-1323",3
"https://openalex.org/S93284759","Journal of Business Research","0148-2963",3
"https://openalex.org/S4393919290","Engineering cyber-physical systems and critical infrastructures","2731-5002",3
"https://openalex.org/S2764435486","Journal of Computer Networks and Communications","2090-7141",3
"https://openalex.org/S38883057","Information & Management","0378-7206",3
"https://openalex.org/S201241086","International Journal of Software Science and Computational Intelligence","1942-9045",3
"https://openalex.org/S4650632","International Journal of Speech Technology","1381-2416",3
"https://openalex.org/S107631664","Integrated Computer-Aided Engineering","1069-2509",3
"https://openalex.org/S4210169774","IEEE Robotics and Automation Letters","2377-3766",3
"https://openalex.org/S33323087","Management Science","0025-1909",3
"https://openalex.org/S4210194548","Lecture notes in intelligent transportation and infrastructure","2523-3440",3
"https://openalex.org/S35920007","EURASIP Journal on Advances in Signal Processing","1687-6172",3
"https://openalex.org/S4210190151","Omega","0305-0483",3
"https://openalex.org/S177430994","Image and Vision Computing","0262-8856",3
"https://openalex.org/S119153320","Journal of Decision System","1246-0125",3
"https://openalex.org/S56986848","International Journal of Wavelets Multiresolution and Information Processing","0219-6913",3
"https://openalex.org/S185496201","Entertainment Computing","1875-9521",3
"https://openalex.org/S2765063436","Annals of Data Science","2198-5804",3
"https://openalex.org/S157664362","International Journal of Cognitive Informatics and Natural Intelligence","1557-3958",3
"https://openalex.org/S57062392","International Journal of Computer Integrated Manufacturing","0951-192X",3
"https://openalex.org/S4210187018","ACM SIGBED Review","1551-3688",3
"https://openalex.org/S153467142","Journal of Experimental & Theoretical Artificial Intelligence","0952-813X",3
"https://openalex.org/S4210232200","Digital Government Research and Practice","2639-0175",3
"https://openalex.org/S204805982","International Journal of Decision Support System Technology","1941-6296",3
"https://openalex.org/S4210240886","ICST Transactions on Scalable Information Systems","2032-9407",3
"https://openalex.org/S152623109","Program electronic library and information systems","0033-0337",3
"https://openalex.org/S4210200914","CCF Transactions on Pervasive Computing and Interaction","2524-521X",3
"https://openalex.org/S188069727","Journal of Algorithms & Computational Technology","1748-3018",3
"https://openalex.org/S194154261","Ecological Indicators","1470-160X",3
"https://openalex.org/S2764515337","Frontiers of Engineering Management","2095-7513",3
"https://openalex.org/S80285584","Journal of Organizational and End User Computing","1546-2234",3
"https://openalex.org/S83637746","IEEE Journal of Solid-State Circuits","0018-9200",3
"https://openalex.org/S4210171473","Computer-Aided Design","0010-4485",3
"https://openalex.org/S98183460","IEEE Transactions on Neural Systems and Rehabilitation Engineering","1534-4320",3
"https://openalex.org/S4387283721","IEEE Transactions on Machine Learning in Communications and Networking","2831-316X",3
"https://openalex.org/S4210217375","Annual Review of Statistics and Its Application","2326-8298",3
"","","2831-3194",3
"https://openalex.org/S48050435","Structural and Multidisciplinary Optimization","1615-147X",3
"https://openalex.org/S4210204429","Green energy and technology","1865-3529",3
"https://openalex.org/S4210173292","Chapman & Hall/CRC data mining and knowledge discovery series","2154-5286",3
"https://openalex.org/S4210233881","Advances in medical technologies and clinical practice book series","2327-9354",3
"https://openalex.org/S2764660199","Journal of Disaster Research","1881-2473",3
"https://openalex.org/S88457320","Journal of Mechanical Design","1050-0472",3
"https://openalex.org/S4387287783","Discover Data","2731-6955",3
"https://openalex.org/S172682790","International Journal of Pervasive Computing and Communications","1742-7371",3
"https://openalex.org/S168682784","Kybernetes","0368-492X",3
"https://openalex.org/S18088403","Natural Language Engineering","1351-3249",3
"https://openalex.org/S4210226253","Results in Engineering","2590-1230",3
"https://openalex.org/S151239915","Innovations in Systems and Software Engineering","1614-5046",3
"https://openalex.org/S188962457","Interdisciplinary Sciences Computational Life Sciences","1867-1462",3
"https://openalex.org/S128250343","Formal Aspects of Computing","0934-5043",3
"https://openalex.org/S4210173132","Axioms","2075-1680",3
"https://openalex.org/S163424111","Journal of Discrete Algorithms","1570-8667",3
"https://openalex.org/S4210184358","Smart Cities","2624-6511",3
"https://openalex.org/S43790123","Advances in experimental medicine and biology","0065-2598",3
"https://openalex.org/S4210232532","Journal of Cybersecurity and Privacy","2624-800X",3
"https://openalex.org/S4210204360","Journal of Survey Statistics and Methodology","2325-0984",3
"https://openalex.org/S17203304","Automatic Control and Computer Sciences","0146-4116",3
"https://openalex.org/S122567160","International Journal on Software Tools for Technology Transfer","1433-2779",3
"https://openalex.org/S82835231","Publications of the Astronomical Society of the Pacific","0004-6280",3
"https://openalex.org/S86192639","IT Professional","1520-9202",3
"https://openalex.org/S151639445","Foundations of Computational Mathematics","1615-3375",3
"https://openalex.org/S2764534584","Journal of Information Technology in Construction","1874-4753",3
"https://openalex.org/S130252234","Transportation Science","0041-1655",3
"https://openalex.org/S4210240239","Electronic Research Archive","2688-1594",3
"https://openalex.org/S2765058733","Journal of Computational Methods in Sciences and Engineering","1472-7978",3
"https://openalex.org/S80113298","Journal of the American Society for Information Science and Technology","1532-2882",3
"https://openalex.org/S99781599","Journal of Automated Reasoning","0168-7433",3
"https://openalex.org/S178434951","Discrete Mathematics Algorithms and Applications","1793-8309",3
"https://openalex.org/S83337018","International Journal of Information System Modeling and Design","1947-8186",3
"https://openalex.org/S14252860","Journal of Navigation","0373-4633",3
"https://openalex.org/S2764507669","JMIR Public Health and Surveillance","2369-2960",3
"https://openalex.org/S2898392467","Future Business Journal","2314-7210",3
"https://openalex.org/S120873902","The Review of Socionetwork Strategies","1867-3236",3
"https://openalex.org/S149709236","Group Decision and Negotiation","0926-2644",3
"https://openalex.org/S2505686813","Journal of Central South University","2095-2899",3
"https://openalex.org/S137773608","Nature","0028-0836",3
"https://openalex.org/S4210239500","ACS Omega","2470-1343",3
"https://openalex.org/S4210202285","SAE technical papers on CD-ROM/SAE technical paper series","0148-7191",3
"https://openalex.org/S4210199657","IEEE Transactions on Intelligent Vehicles","2379-8858",3
"https://openalex.org/S188551233","Journal of Statistical Computation and Simulation","0094-9655",3
"https://openalex.org/S10623703","International Journal of Molecular Sciences","1422-0067",3
"https://openalex.org/S4210224994","Springer series in reliability engineering","1614-7839",3
"https://openalex.org/S2736409588","Big Data & Society","2053-9517",3
"https://openalex.org/S96609033","Artificial Intelligence and Law","0924-8463",3
"https://openalex.org/S9051360","The European Physical Journal B","1434-6028",3
"https://openalex.org/S2737646863","Engineering Technology & Applied Science Research","1792-8036",3
"https://openalex.org/S4179095","The American Statistician","0003-1305",3
"https://openalex.org/S139930977","Journal of Artificial Intelligence Research","1076-9757",3
"https://openalex.org/S2642811","ACM Transactions on Information and System Security","1094-9224",3
"https://openalex.org/S84409260","BioData Mining","1756-0381",3
"https://openalex.org/S4210192511","Lecture notes in computational vision and biomechanics","2212-9391",3
"https://openalex.org/S4210173131","Design Science","2053-4701",3
"https://openalex.org/S131000621","IEEE Intelligent Transportation Systems Magazine","1939-1390",3
"https://openalex.org/S1254427","Asia Pacific Journal of Operational Research","0217-5959",3
"https://openalex.org/S2898434319","Energy Reports","2352-4847",3
"https://openalex.org/S65690446","International Journal of Production Research","0020-7543",3
"https://openalex.org/S4210197137","European Journal of Science and Technology","2148-2683",3
"https://openalex.org/S4210200995","Communications Physics","2399-3650",3
"https://openalex.org/S4210196583","Journal of Computational Social Science","2432-2725",3
"https://openalex.org/S4210239277","Journal of Central South University","2227-5223",3
"https://openalex.org/S4210202585","Agriculture","2077-0472",3
"https://openalex.org/S4210235901","Digital Threats Research and Practice","2576-5337",3
"https://openalex.org/S4210210207","Journal of Management Analytics","2327-0012",3
"https://openalex.org/S125705681","Journal of Natural Gas Science and Engineering","1875-5100",3
"https://openalex.org/S114141714","Journal of Software","1796-217X",3
"https://openalex.org/S4210224752","Journal of Social Computing","2688-5255",3
"https://openalex.org/S4210204386","IET Blockchain","2634-1573",3
"https://openalex.org/S4210212357","Journal of Natural Language Processing","1340-7619",3
"https://openalex.org/S2764959558","International Journal of Transportation Science and Technology","2046-0430",3
"https://openalex.org/S4210183364","Computers and Education Artificial Intelligence","2666-920X",3
"https://openalex.org/S4210187303","AI Matters","2372-3483",3
"https://openalex.org/S120991925","Telecommunications Policy","0308-5961",3
"https://openalex.org/S25720340","Telematics and Informatics","0736-5853",3
"https://openalex.org/S120977877","IEEE Signal Processing Magazine","1053-5888",3
"https://openalex.org/S45181156","Transportation Research Part D Transport and Environment","1361-9209",3
"https://openalex.org/S194044894","International Journal of Theoretical Physics","1572-9575",3
"https://openalex.org/S4210201879","Processes","2227-9717",3
"https://openalex.org/S173178594","Journal of Computing and Information Science in Engineering","1530-9827",3
"https://openalex.org/S112778392","The Annals of Applied Statistics","1932-6157",3
"https://openalex.org/S4393918571","IEEE robotics and automation letters","2377-3774",3
"https://openalex.org/S171267539","International Journal of Artificial Intelligence in Education","1560-4292",3
"https://openalex.org/S2496055428","International Journal of Multimedia Information Retrieval","2192-662X",3
"https://openalex.org/S5817663","New Review of Hypermedia and Multimedia","1361-4568",3
"https://openalex.org/S4210189963","International Journal of Innovative Science and Research Technology (IJISRT)","2456-2165",3
"https://openalex.org/S4210205691","Computers & Mathematics with Applications","0898-1221",3
"https://openalex.org/S148503350","Queueing Systems","0257-0130",3
"https://openalex.org/S81616010","Designs Codes and Cryptography","0925-1022",3
"https://openalex.org/S58031724","IEEE Transactions on Industrial Electronics","0278-0046",3
"https://openalex.org/S4306418855","IET Networks","2047-4954",3
"https://openalex.org/S96305778","Transportation Research Part B Methodological","0191-2615",3
"https://openalex.org/S106004775","Geocarto International","1010-6049",3
"https://openalex.org/S38672802","IETE Technical Review","0256-4602",3
"https://openalex.org/S5962179","Acta Cybernetica","0324-721X",3
"https://openalex.org/S4210183365","Software","2674-113X",3
"https://openalex.org/S4210177785","Journal of Pathology Informatics","2153-3539",3
"https://openalex.org/S4210180398","Software Impacts","2665-9638",3
"https://openalex.org/S4210222229","Acta Informatica Pragensia","1805-4951",3
"https://openalex.org/S19778766","Frontiers in Computational Neuroscience","1662-5188",3
"https://openalex.org/S22443479","IEEE Embedded Systems Letters","1943-0663",3
"https://openalex.org/S4210206253","Intelligent and Converged Networks","2708-6240",3
"https://openalex.org/S192584203","Advanced Robotics","0169-1864",2
"https://openalex.org/S4210233192","Journal of Business Analytics","2573-234X",2
"https://openalex.org/S193920097","Mathematical Programming","0025-5610",2
"https://openalex.org/S161185981","EPL (Europhysics Letters)","0295-5075",2
"https://openalex.org/S4210175006","Geotechnologies and the environment","2365-0583",2
"https://openalex.org/S4210196915","Journal of Geospatial Information Technology","2008-9635",2
"https://openalex.org/S3006183880","Proceedings of the Royal Society A Mathematical Physical and Engineering Sciences","1364-5021",2
"https://openalex.org/S17146316","Science and Technology of Nuclear Installations","1687-6075",2
"https://openalex.org/S2734381524","Logic Journal of IGPL","1367-0751",2
"https://openalex.org/S2764944911","Bilişim Teknolojileri Dergisi","1307-9697",2
"https://openalex.org/S142026636","Journal of Translational Medicine","1479-5876",2
"https://openalex.org/S4210169997","Cognitive technologies","1611-2482",2
"https://openalex.org/S4210205703","Advances in Multimedia","1687-5680",2
"https://openalex.org/S182666042","Naval Research Logistics (NRL)","0894-069X",2
"https://openalex.org/S4210181366","Advances in Computational Intelligence","2730-7794",2
"https://openalex.org/S4210238968","i-manager’s Journal on Software Engineering","0973-5151",2
"https://openalex.org/S22862804","Physics of Fluids","1070-6631",2
"https://openalex.org/S149828480","Natural Computing","1567-7818",2
"https://openalex.org/S4210194614","Mechanisms and machine science","2211-0984",2
"https://openalex.org/S4210224602","Machine Intelligence Research","2731-538X",2
"https://openalex.org/S116972989","OMICS A Journal of Integrative Biology","1536-2310",2
"https://openalex.org/S4210223922","Advances in business strategy and competitive advantage book series","2327-3429",2
"https://openalex.org/S4210219644","Vestnik NSU Series Information Technologies","1818-7900",2
"https://openalex.org/S1037458212","Therapeutic Innovation & Regulatory Science","2168-4790",2
"https://openalex.org/S2475775703","Journal of Reliable Intelligent Environments","2199-4668",2
"https://openalex.org/S4210179864","Canadian Journal of Electrical and Computer Engineering","0840-8688",2
"https://openalex.org/S2737969411","Journal of Clinical Medicine","2077-0383",2
"https://openalex.org/S4387280582","Revista Contemporânea","2447-0961",2
"https://openalex.org/S11422300","Journal of Mechanical Science and Technology","1738-494X",2
"https://openalex.org/S4210235875","Computational social sciences","2509-9582",2
"https://openalex.org/S83211391","Journal of Mathematical Sciences","1072-3374",2
"https://openalex.org/S205053445","ACS symposium series","0097-6156",2
"https://openalex.org/S4210195102","EURASIP Journal on Information Security","2510-523X",2
"https://openalex.org/S4210214087","Computer Systems Science and Engineering","0267-6192",2
"https://openalex.org/S19800340","Doklady Mathematics","1064-5624",2
"https://openalex.org/S4210224236","Springer handbooks","2522-8692",2
"https://openalex.org/S166351637","Process Safety and Environmental Protection","0957-5820",2
"https://openalex.org/S141478581","Journal of Enterprise Information Management","1741-0398",2
"https://openalex.org/S19068271","EPJ Web of Conferences","2100-014X",2
"https://openalex.org/S4210186896","SICS Software-Intensive Cyber-Physical Systems","2524-8510",2
"https://openalex.org/S77894049","Journal of Computers","1796-203X",2
"https://openalex.org/S9954729","Journal of Management Information Systems","0742-1222",2
"https://openalex.org/S4390296945","IEEE Transactions on Privacy","2836-208X",2
"https://openalex.org/S4210196773","i-manager s Journal on Computer Science","2347-2227",2
"https://openalex.org/S4210201067","IEEE Open Journal of Vehicular Technology","2644-1330",2
"https://openalex.org/S18792341","International Journal of Fuzzy Systems","1562-2479",2
"https://openalex.org/S177842713","International Journal of Sociotechnology and Knowledge Development","1941-6253",2
"https://openalex.org/S2898605659","Future Computing and Informatics Journal","2314-7288",2
"https://openalex.org/S68937846","IEEE Transactions on Information Technology in Biomedicine","1089-7771",2
"https://openalex.org/S170977379","Experimental Astronomy","0922-6435",2
"https://openalex.org/S2764866340","Nature Human Behaviour","2397-3374",2
"https://openalex.org/S104040506","Journal of Spatial Science","1449-8596",2
"https://openalex.org/S928796702","SIAM Journal on Optimization","1052-6234",2
"https://openalex.org/S17395904","International Statistical Review","0306-7734",2
"https://openalex.org/S154010748","Management Decision","0025-1747",2
"https://openalex.org/S18051569","Resources Conservation and Recycling","0921-3449",2
"https://openalex.org/S28462638","Computational Geosciences","1420-0597",2
"https://openalex.org/S4210174984","Special publications","2328-9279",2
"https://openalex.org/S42274841","Chinese Journal of Aeronautics","1000-9361",2
"https://openalex.org/S4210196675","Lecture notes in operations research","2731-040X",2
"https://openalex.org/S4210171617","International Journal of Knowledge-Based Organizations","2155-6393",2
"https://openalex.org/S2738397068","Land","2073-445X",2
"https://openalex.org/S4393919338","Urban sustainability","2731-6483",2
"https://openalex.org/S4210173373","International Journal of Cloud Applications and Computing","2156-1834",2
"https://openalex.org/S4387283707","World Scientific Annual Review of Artificial Intelligence","2811-0323",2
"https://openalex.org/S4210168278","International Journal of Global Business and Competitiveness","0973-4619",2
"https://openalex.org/S24807848","Physical Review Letters","0031-9007",2
